"CNTSCHID" "PV1MATH" "PV1READ" "PV1SCIE" "ESCS" "TMINS" "Region"
"15899" 82600074 647.714 809.251 724.849 0.9457 1800 82611
"15900" 82600074 561.816 596.45 527.909 0.6335 1500 82611
"15901" 82600075 456.33 471.373 530.283 0.2794 1500 82611
"15902" 82600075 380.487 368.393 410.241 -0.75 1500 82611
"15903" 82600075 535.524 444.667 470.956 0.6634 1500 82611
"15904" 82600075 455.915 481.495 538.753 1.4332 1625 82611
"15905" 82600075 363.931 392.17 426.76 -0.6421 NA 82611
"15906" 82600075 481.89 576.758 594.509 0.9513 1500 82611
"15907" 82600075 583.625 516.745 555.884 1.1906 1500 82611
"15908" 82600075 475.897 426.829 497.009 -0.9769 1500 82611
"15909" 82600075 516.931 553.338 593.847 -0.1486 1500 82611
"15910" 82600075 454.043 467.601 550.542 0.8852 1500 82611
"15911" 82600075 650.258 603.889 588.37 0.0868 1375 82611
"15912" 82600075 511.716 526.491 547.158 0.9571 1500 82611
"15913" 82600075 398.298 476.637 337.576 -0.3113 1625 82611
"15914" 82600075 479.165 460.553 600.032 0.7167 NA 82611
"15915" 82600075 414.293 479.014 506.428 -0.0511 1500 82611
"15916" 82600075 384.67 445.932 410.337 -0.2178 NA 82611
"15917" 82600075 525.377 567.546 532.908 -0.5021 1800 82611
"15918" 82600075 528.155 460.862 487.562 0.7028 1500 82611
"15919" 82600075 546.528 619.402 541.062 NA NA 82611
"15920" 82600075 483.767 447.089 393.216 1.2348 1500 82611
"15921" 82600075 554.11 500.036 464.741 1.5855 1500 82611
"15922" 82600075 571.517 542.279 518.586 -0.9726 1500 82611
"15923" 82600075 627.342 681.754 663.056 1.3247 1500 82611
"15924" 82600075 349.875 456.635 420.744 -0.1699 1500 82611
"15925" 82600075 429.647 543.976 513.569 0.1599 1500 82611
"15926" 82600075 491.107 538.688 466.749 NA NA 82611
"15927" 82600075 654.168 698.193 631.98 0.7898 1500 82611
"15928" 82600075 494.014 489.03 509.082 0.3315 1500 82611
"15929" 82600075 381.181 387.728 379.603 -0.0102 1500 82611
"15930" 82600075 577.267 589.21 556.277 1.1549 1500 82611
"15931" 82600076 370.132 436.313 407.829 -1.3705 2680 82612
"15932" 82600076 545.902 554.241 497.975 0.0286 NA 82612
"15933" 82600076 390.278 401.381 350.901 -0.0833 2800 82612
"15934" 82600076 560.655 511.122 555.394 -0.069 1600 82612
"15935" 82600076 521.843 552.667 541.415 0.0258 1600 82612
"15936" 82600076 505.97 580.124 507.334 -0.2211 1800 82612
"15937" 82600076 434.434 360.155 397.126 1.6582 2160 82612
"15938" 82600076 492.296 451.686 473.977 -0.2666 1600 82612
"15939" 82600076 442.625 485.103 478.197 -0.3718 2025 82612
"15940" 82600076 427.569 444.112 457.132 1.1213 1400 82612
"15941" 82600076 454.314 434.268 456.915 -0.1082 1800 82612
"15942" 82600076 528.492 563.046 633.829 -0.4048 1600 82612
"15943" 82600076 430.066 364.915 464.588 1.9404 2025 82612
"15944" 82600076 464.381 503.947 480.581 -0.255 1800 82612
"15945" 82600076 547.251 675.139 619.851 0.8764 1800 82612
"15946" 82600076 441.624 545.216 431.447 -1.2285 880 82612
"15947" 82600076 434.501 482.789 436.906 0.3665 NA 82612
"15948" 82600076 504.972 525.376 482.339 0.2973 1400 82612
"15949" 82600076 287.09 335.422 307.469 0.4468 NA 82612
"15950" 82600076 399.361 429.109 448.22 -1.5774 1600 82612
"15951" 82600076 623.875 544.507 610.002 0.6614 1600 82612
"15952" 82600076 339.005 409.498 347.196 -1.8441 1800 82612
"15953" 82600076 544.141 438.73 459.266 0.7426 1800 82612
"15954" 82600076 390.38 421.409 397.147 -0.7553 1800 82612
"15955" 82600076 469.312 456.748 443.003 -1.1848 1600 82612
"15956" 82600076 312.53 342.556 200.22 1.2299 2385 82612
"15957" 82600076 464.311 480.973 430.63 0.1466 1800 82612
"15958" 82600076 573.916 511.899 553.477 -0.168 NA 82612
"15959" 82600076 500.176 516.901 469.037 0.378 NA 82612
"15960" 82600076 442.11 398.851 402.889 -0.9283 1800 82612
"15961" 82600076 565.455 491.702 485.367 0.8401 1800 82612
"15962" 82600077 403.082 450.497 447.826 0.0946 NA 82613
"15963" 82600077 308.786 341.06 308.127 -0.6958 1500 82613
"15964" 82600077 361.375 223.491 297.551 1.4894 NA 82613
"15965" 82600077 392.886 404.065 401.86 -0.6259 NA 82613
"15966" 82600077 472.608 361.067 387.559 -0.6226 1500 82613
"15967" 82600077 469.455 395.881 441.431 -0.2578 2320 82613
"15968" 82600077 453.113 436.088 408.012 NA NA 82613
"15969" 82600077 468.142 431.321 487.793 0.5842 NA 82613
"15970" 82600077 405.985 328.249 441.3 -2.7344 NA 82613
"15971" 82600077 614.411 600.945 642.726 -0.3003 NA 82613
"15972" 82600077 374.495 410.913 376.381 -0.2685 1500 82613
"15973" 82600077 308.848 322.648 312.423 -0.1516 NA 82613
"15974" 82600077 378.409 425.569 453.954 NA NA 82613
"15975" 82600077 382.541 367.932 411.184 -1.2617 NA 82613
"15976" 82600077 413.362 378.231 402.572 -0.0628 1200 82613
"15977" 82600077 429.537 407.832 407.832 0.1668 NA 82613
"15978" 82600077 348.943 262.307 284.537 -0.4296 NA 82613
"15979" 82600077 526.78 478.706 459.121 0.2014 1350 82613
"15980" 82600077 445.607 410.343 488.91 1.0231 NA 82613
"15981" 82600077 445.882 419.687 452.343 0.429 1500 82613
"15982" 82600077 469.055 414.254 452.4 0.0124 1500 82613
"15983" 82600077 601.732 532.707 509.263 0.715 1600 82613
"15984" 82600077 371.764 384.94 365.746 -0.6501 NA 82613
"15985" 82600077 486.272 397.631 473.576 -0.7604 NA 82613
"15986" 82600077 383.616 337.337 324.263 NA NA 82613
"15987" 82600077 452.673 339.449 435.837 1.7805 NA 82613
"15988" 82600077 360.823 303.632 320.519 0.3077 NA 82613
"15989" 82600077 548.791 470.72 478.144 0.3102 1500 82613
"15990" 82600077 488.724 389.655 504.331 -0.1907 780 82613
"15991" 82600077 372.614 271.948 359.452 0.4184 NA 82613
"15992" 82600077 512.539 493.26 487.171 0.1088 1600 82613
"15993" 82600077 496.417 488.664 496.526 0.1311 1500 82613
"15994" 82600077 392.403 485.403 390.948 0.3072 1500 82613
"15995" 82600079 445.872 472.437 495.664 2.1125 3000 82613
"15996" 82600079 379.798 419.612 384.127 NA NA 82613
"15997" 82600079 464.196 501.002 458.953 0.9851 1500 82613
"15998" 82600079 469.541 434.283 451.935 -1.3607 1500 82613
"15999" 82600079 584.17 588.478 539.764 0.9226 1500 82613
"16000" 82600079 400.414 322.554 340.235 0.8927 NA 82613
"16001" 82600079 542.584 605.643 555.172 0.9828 1500 82613
"16002" 82600079 402.882 240.005 390.289 -0.3846 NA 82613
"16003" 82600079 484.39 419.36 483.819 1.1895 NA 82613
"16004" 82600079 388.52 428.733 385.922 0.7504 3000 82613
"16005" 82600079 531.735 532.354 590.199 1.4602 1375 82613
"16006" 82600079 463.14 494.608 471.859 0.445 2520 82613
"16007" 82600079 592.371 547.318 567.506 0.8276 1500 82613
"16008" 82600079 459.443 413.335 403.447 -0.514 1500 82613
"16009" 82600079 418.105 402.717 404.098 1.174 1500 82613
"16010" 82600079 492.906 568.598 542.668 0.2176 NA 82613
"16011" 82600079 433.087 491.823 485.095 0.5994 1500 82613
"16012" 82600079 582.723 609.766 595.724 -0.728 3000 82613
"16013" 82600079 579.595 532.109 525.314 1.3623 1500 82613
"16014" 82600079 573.761 555.227 599.429 -0.5181 NA 82613
"16015" 82600079 372.251 410.786 459.778 -1.236 NA 82613
"16016" 82600079 523.383 488.091 538.092 0.9514 1500 82613
"16017" 82600079 580.797 505.527 511.016 -1.1319 1500 82613
"16018" 82600079 475.066 430.818 482.864 1.0041 NA 82613
"16019" 82600079 583.366 525.774 548.768 0.8124 NA 82613
"16020" 82600079 499.942 449.525 403.682 -0.2292 NA 82613
"16021" 82600079 425.804 518.662 473.227 0.7236 1380 82613
"16022" 82600079 566.535 514.856 592.027 -0.568 1500 82613
"16023" 82600079 577.927 672.097 711.492 -0.1533 1650 82613
"16024" 82600079 611.447 539.706 516.686 0.8464 1500 82613
"16025" 82600079 583.074 680.905 631.275 -0.7899 1500 82613
"16026" 82600080 537.97 541.128 580.116 -1.4007 1650 82611
"16027" 82600080 551.774 512.703 518.345 1.5251 1800 82611
"16028" 82600080 473.572 499.438 445.413 -0.9345 NA 82611
"16029" 82600080 441.939 492.634 480.917 -0.0178 1500 82611
"16030" 82600080 527.412 514.207 468.29 -0.1919 1800 82611
"16031" 82600080 254.77 303.695 219.018 -0.1386 NA 82611
"16032" 82600080 464.603 489.046 527.88 -0.3047 2520 82611
"16033" 82600080 370.904 471.382 439.846 -0.0929 1800 82611
"16034" 82600080 403.511 487.323 421.127 0.7701 1500 82611
"16035" 82600080 494.494 410.132 425.197 -0.5788 NA 82611
"16036" 82600080 346.328 346.246 373.798 -0.3678 1500 82611
"16037" 82600080 488.867 458.164 465.097 -0.8007 NA 82611
"16038" 82600080 613.311 613.276 642.894 1.3166 1800 82611
"16039" 82600080 419.485 444.171 365.876 -0.8081 1500 82611
"16040" 82600080 458.95 418.144 393.716 -0.8597 NA 82611
"16041" 82600080 597.881 555.447 516.336 -0.5957 1740 82611
"16042" 82600080 499.484 520.629 524.298 -0.052 NA 82611
"16043" 82600080 391.369 451.749 415.035 -0.9473 2100 82611
"16044" 82600080 413.669 352.915 357.994 NA NA 82611
"16045" 82600080 370.076 447.626 430.377 -0.7461 NA 82611
"16046" 82600080 559.986 596.229 551.394 0.0381 1740 82611
"16047" 82600080 284.136 379.672 351.154 -0.3681 NA 82611
"16048" 82600080 487.876 482.391 551.008 -0.5289 1740 82611
"16049" 82600080 649.48 605.618 623.061 0.9568 1800 82611
"16050" 82600080 491.816 504.009 555.317 -0.518 3000 82611
"16051" 82600081 389.827 407.391 322.783 NA 1155 82612
"16052" 82600081 289.181 354.098 322.363 -0.948 NA 82612
"16053" 82600081 495.859 465.259 421.257 -0.3448 1400 82612
"16054" 82600081 363.728 354.926 376.498 0.5015 NA 82612
"16055" 82600081 402.898 392.086 315.597 0.8081 1800 82612
"16056" 82600081 523.193 306.638 357.7 0.2101 NA 82612
"16057" 82600081 479.439 535.716 472.096 -0.9327 1800 82612
"16058" 82600081 598.063 608.338 577.568 -1.1574 NA 82612
"16059" 82600081 475.888 509.111 401.675 0.3089 675 82612
"16060" 82600081 399.67 351.591 309.284 0.5614 NA 82612
"16061" 82600081 523.928 597.922 542.562 0.288 2925 82612
"16062" 82600081 525.831 424.434 325.292 NA 2800 82612
"16063" 82600081 420.413 508.37 469.84 0.281 1600 82612
"16064" 82600081 402.039 376.992 415.141 -0.2239 2025 82612
"16065" 82600081 473.532 468.284 463.894 -0.3337 NA 82612
"16066" 82600081 495.927 465.087 506.362 -1.4923 NA 82612
"16067" 82600081 373.017 380.565 397.62 NA 1125 82612
"16068" 82600081 482.952 562.649 505.999 -0.0296 1600 82612
"16069" 82600081 350.273 384.048 337.296 -0.8015 1600 82612
"16070" 82600083 491.471 486.994 532.193 0.8827 1500 82611
"16071" 82600083 528.625 541.183 516.784 1.4315 1500 82611
"16072" 82600083 627.996 621.813 581.926 1.0671 1500 82611
"16073" 82600083 502.03 480.167 475.086 0.4316 NA 82611
"16074" 82600083 504.284 477.275 411.204 1.6176 1500 82611
"16075" 82600083 516.801 477.968 506.429 -0.3033 1500 82611
"16076" 82600083 519.324 481.561 521.292 NA NA 82611
"16077" 82600083 625.269 697.769 584.977 1.0379 1500 82611
"16078" 82600083 554.094 589.252 631.346 -0.0961 1500 82611
"16079" 82600083 468.823 507.141 522.409 0.8067 2750 82611
"16080" 82600083 554.616 521.763 524.778 1.4094 1440 82611
"16081" 82600083 436.619 478.532 435.438 NA NA 82611
"16082" 82600083 449.315 379.406 419.797 0.8371 NA 82611
"16083" 82600083 400.831 432.735 470.88 1.3782 1500 82611
"16084" 82600083 605.631 606.168 682.015 0.2471 1500 82611
"16085" 82600083 797.519 772.522 713.476 1.2552 1500 82611
"16086" 82600083 567.285 624.468 624.473 0.8262 1500 82611
"16087" 82600083 512.207 376.014 484.916 0.8695 750 82611
"16088" 82600083 503.905 393.459 388.575 0.737 1500 82611
"16089" 82600083 533.542 525.087 597.81 0.8794 1500 82611
"16090" 82600083 543.726 439.609 527.808 2.0312 1500 82611
"16091" 82600083 509.629 510.855 639.679 0.19 1500 82611
"16092" 82600083 513.967 507.385 535.715 0.5247 1500 82611
"16093" 82600083 739.861 625.75 598.962 0.719 1500 82611
"16094" 82600083 639.035 649.452 649.337 1.1626 1500 82611
"16095" 82600083 583.156 680.94 650.66 1.258 1440 82611
"16096" 82600083 519.576 417.939 414.457 0.7589 3000 82611
"16097" 82600083 501.57 542.578 484.645 1.4047 1500 82611
"16098" 82600083 562.548 558.448 541.432 0.2603 3000 82611
"16099" 82600083 452.467 473.205 514.048 0.3697 3000 82611
"16100" 82600083 488.553 490.391 516.366 0.393 1500 82611
"16101" 82600083 475.159 482.956 441.118 0.333 1500 82611
"16102" 82600083 561.12 576.74 599.213 1.5737 1500 82611
"16103" 82600083 506.104 365.082 470.801 0.553 NA 82611
"16104" 82600083 473.73 465.915 508.096 0.8014 NA 82611
"16105" 82600083 447.372 457.646 504.972 0.3111 3000 82611
"16106" 82600084 488.008 508.859 514.453 -1.0384 1600 82612
"16107" 82600084 496.755 489.31 536.899 1.3196 NA 82612
"16108" 82600084 578.443 514.856 512.48 0.8627 1400 82612
"16109" 82600084 529.577 432.781 529.167 -0.5583 NA 82612
"16110" 82600084 529.822 559.075 541.79 0.9882 2800 82612
"16111" 82600084 375.336 422.173 391.365 NA 1400 82612
"16112" 82600084 528.73 473.218 545.332 -0.1954 1575 82612
"16113" 82600084 455.418 418.118 405.019 -1.0745 1750 82612
"16114" 82600084 566.505 646.861 567.665 1.554 1750 82612
"16115" 82600084 465.201 409.671 476.846 -0.9033 1750 82612
"16116" 82600084 422.843 427.501 375.934 -0.2989 665 82612
"16117" 82600084 608.988 484.316 506.12 -0.849 1575 82612
"16118" 82600084 448.027 538.098 420.636 -0.2429 2450 82612
"16119" 82600084 529.347 410.051 459.905 -0.7474 1260 82612
"16120" 82600084 472.226 408.116 427.064 -0.2638 1750 82612
"16121" 82600084 503.147 499.788 493.761 -1.1008 NA 82612
"16122" 82600084 410.275 443.075 422.435 -0.5095 1800 82612
"16123" 82600084 476.402 449.374 489.995 0.1931 1920 82612
"16124" 82600084 587.927 523.688 633.551 0.9642 1750 82612
"16125" 82600084 580.432 582.373 565.155 0.2431 1750 82612
"16126" 82600084 502.163 503.245 489.219 0.1523 2800 82612
"16127" 82600084 539.194 521.192 595.601 0.6389 1890 82612
"16128" 82600084 517.091 477.479 552.701 -0.3714 1750 82612
"16129" 82600084 586.688 542.126 599.521 -1.1229 1575 82612
"16130" 82600084 550.812 577.18 564.218 -1.3699 2625 82612
"16131" 82600084 549.675 525.548 459.61 0.0361 1750 82612
"16132" 82600084 561.622 447.744 502.477 0.1842 1750 82612
"16133" 82600085 433.061 329.906 426.826 NA 1500 82613
"16134" 82600085 566.501 578.359 585.51 0.2946 1320 82613
"16135" 82600085 516.035 494.297 437.666 0.4012 NA 82613
"16136" 82600085 493.612 476.216 507.441 0.6825 1500 82613
"16137" 82600085 486.031 453.409 493.775 1.2141 750 82613
"16138" 82600085 515.711 642.196 586.299 1.0328 1500 82613
"16139" 82600085 505.796 472.76 509.671 0.5407 1500 82613
"16140" 82600085 477.209 544.725 475.758 1.6732 1500 82613
"16141" 82600085 539.775 548.558 572.918 0.0717 2100 82613
"16142" 82600085 563.369 562.815 513.14 0.8021 1500 82613
"16143" 82600085 619.44 599.808 642.872 -0.8235 1500 82613
"16144" 82600085 680.928 655.169 688.265 1.2456 1500 82613
"16145" 82600085 510.336 550.885 505.292 -0.1365 1500 82613
"16146" 82600085 521.684 615.689 588.463 0.0233 1500 82613
"16147" 82600085 432.032 339.549 423.563 -0.8676 2200 82613
"16148" 82600085 498.505 549.333 515.928 0.2416 1500 82613
"16149" 82600085 480.724 477.014 442.367 -0.1512 625 82613
"16150" 82600085 569.364 547.638 597.838 1.3156 1500 82613
"16151" 82600085 423.162 452.974 375.528 -0.8241 1500 82613
"16152" 82600085 393.209 326.176 354.651 0.1707 NA 82613
"16153" 82600085 547.22 539.333 526.009 1.1793 1500 82613
"16154" 82600085 371.165 447.405 369.207 0.7796 1500 82613
"16155" 82600085 489.989 423.829 436.751 -0.1829 1500 82613
"16156" 82600085 502.769 462.846 460.446 0.139 NA 82613
"16157" 82600085 409.289 413.923 465.138 NA NA 82613
"16158" 82600085 484.857 536.929 532.661 -0.5802 1500 82613
"16159" 82600085 520.773 473.275 453.562 0.8846 NA 82613
"16160" 82600085 585.985 566.802 585.685 0.406 1500 82613
"16161" 82600085 561.402 441.034 511.165 0.2315 1500 82613
"16162" 82600085 466.996 462.211 410.092 -1.0998 1500 82613
"16163" 82600085 451.147 499.18 481.248 -1.3123 1500 82613
"16164" 82600086 499.469 506.545 488.315 0.9985 1500 82613
"16165" 82600086 647.792 651.197 584.677 0.5519 1500 82613
"16166" 82600086 470.414 386.28 432.749 1.2147 NA 82613
"16167" 82600086 588.24 630.007 588.42 0.0273 1500 82613
"16168" 82600086 609.702 534.891 497.927 -0.3777 1500 82613
"16169" 82600086 541.874 530.376 515.661 0.9953 1500 82613
"16170" 82600086 655.903 634.98 650.301 0.6877 1500 82613
"16171" 82600086 413.708 459.487 423.112 -0.0179 1500 82613
"16172" 82600086 566.737 658.786 620.35 0.8774 1500 82613
"16173" 82600086 521.074 353.299 476.425 0.4441 3000 82613
"16174" 82600086 570.253 567.388 556.866 1.089 NA 82613
"16175" 82600086 477.216 485.526 490.85 1.3936 1375 82613
"16176" 82600086 469.993 479.762 463.014 0.8308 1500 82613
"16177" 82600086 509.987 490.757 473.9 -0.3983 NA 82613
"16178" 82600086 577.598 555.172 511.195 0.3441 1500 82613
"16179" 82600086 441.649 482.164 479.691 -0.9129 1500 82613
"16180" 82600086 426.5 367.453 479.099 1.3452 1500 82613
"16181" 82600086 548.218 612.177 623.21 -0.4185 1500 82613
"16182" 82600086 564.739 413.965 495.543 0.5843 1500 82613
"16183" 82600086 570.718 572.295 592.059 1.0265 1500 82613
"16184" 82600086 472.781 453.742 441.986 0.2799 1080 82613
"16185" 82600086 353.258 446.874 402.752 -0.0213 1080 82613
"16186" 82600086 402.369 465.567 416.961 1.3781 NA 82613
"16187" 82600086 429.823 349.727 422.948 NA NA 82613
"16188" 82600086 578.124 576.686 587.682 1.7121 3000 82613
"16189" 82600086 544.583 510.038 548.452 -0.6679 1500 82613
"16190" 82600086 397.154 295.941 312.739 0.7805 NA 82613
"16191" 82600086 438.766 410.313 369.656 -0.5041 NA 82613
"16192" 82600086 418.646 439.013 366.914 1.0537 1500 82613
"16193" 82600086 556.138 594.072 643.417 -1.2092 1500 82613
"16194" 82600086 400.392 387.167 431.279 0.5422 1800 82613
"16195" 82600087 528.125 594.722 577.613 1.1808 1500 82613
"16196" 82600087 580.786 530.323 596.057 0.4008 1500 82613
"16197" 82600087 415.913 430.948 419.843 0.6495 2100 82613
"16198" 82600087 575.705 562.388 597.194 1.6027 1500 82613
"16199" 82600087 468.184 442.876 464.03 0.1886 1500 82613
"16200" 82600087 410.1 407.202 403.224 0.9042 1750 82613
"16201" 82600087 426.748 411.343 480.533 1.6277 2100 82613
"16202" 82600087 504.117 457.263 477.225 0.1436 1500 82613
"16203" 82600087 475.175 450.414 505.235 -0.8592 1500 82613
"16204" 82600087 516.894 575.813 583.796 1.1894 2250 82613
"16205" 82600087 485.639 408.565 450.131 -0.0564 NA 82613
"16206" 82600087 540.085 517.856 498.693 0.4127 2100 82613
"16207" 82600087 472.762 413.994 378.121 0.296 1500 82613
"16208" 82600087 426.065 320.044 347.499 1.7149 1500 82613
"16209" 82600087 551.448 478.008 510.309 -0.3192 1500 82613
"16210" 82600087 402.746 379.733 409.189 -1.1071 600 82613
"16211" 82600087 556.731 508.965 538.47 0.0529 2100 82613
"16212" 82600087 407.219 378.53 375.588 NA NA 82613
"16213" 82600087 602.116 595.007 560.421 1.0946 1500 82613
"16214" 82600087 398.846 388.78 416.377 NA NA 82613
"16215" 82600087 544.841 544.664 572.496 0.9857 1500 82613
"16216" 82600087 471.954 481.831 445.427 -0.1475 1650 82613
"16217" 82600087 375.086 379.817 360.611 1.4495 1800 82613
"16218" 82600087 491.068 444.19 425.065 -1.5721 1500 82613
"16219" 82600087 462.731 439.847 487.857 NA NA 82613
"16220" 82600087 487.904 532.848 497.812 NA NA 82613
"16221" 82600087 421.134 399.629 406.152 -0.835 1500 82613
"16222" 82600087 668.791 622.787 598.004 1.3946 1950 82613
"16223" 82600087 399.191 399.527 397.762 NA NA 82613
"16224" 82600087 520.758 447.329 582.249 1.421 1500 82613
"16225" 82600088 365.775 278.744 305.314 -1.4602 900 82613
"16226" 82600088 536.04 442.002 509.562 0.8274 1500 82613
"16227" 82600088 443.937 474.182 456.598 -0.9698 1500 82613
"16228" 82600088 460.472 534.73 489.236 0.6848 1500 82613
"16229" 82600088 530.288 590.326 489.298 -1.2398 1375 82613
"16230" 82600088 344.888 328.72 316.66 -0.4994 NA 82613
"16231" 82600088 517.829 422.949 459.605 0.7936 1500 82613
"16232" 82600088 487.244 472.775 558.582 1.0515 1500 82613
"16233" 82600088 432.903 431.505 345.829 -0.8596 1820 82613
"16234" 82600088 541.486 553.856 495.048 0.9443 1500 82613
"16235" 82600088 528.583 534.02 584.325 NA 1500 82613
"16236" 82600088 516.476 445.05 483.123 1.3923 1500 82613
"16237" 82600088 485.024 488.31 454.861 -0.4252 1500 82613
"16238" 82600088 493.783 474.23 493.174 0.9157 NA 82613
"16239" 82600088 392.114 396.6 325.776 0.804 1500 82613
"16240" 82600088 390.292 492.054 426.424 -0.4618 2400 82613
"16241" 82600088 499.393 453.283 467.818 -1.9595 1500 82613
"16242" 82600088 551.096 584.475 574.385 0.8196 1500 82613
"16243" 82600088 469.777 489.882 502.712 -0.1963 1500 82613
"16244" 82600088 517.278 498.673 470.054 NA 1500 82613
"16245" 82600088 597.836 575.742 587.409 1.2428 1500 82613
"16246" 82600088 566.946 489.186 542.247 1.219 1440 82613
"16247" 82600088 403.215 414.35 507.665 0.2383 1375 82613
"16248" 82600088 492.621 537.599 495.127 1.3509 1500 82613
"16249" 82600088 502.036 478.421 463.567 -1.0933 NA 82613
"16250" 82600088 443.102 546.737 459.266 -1.8811 1500 82613
"16251" 82600088 328.975 359.269 352.085 -1.0939 NA 82613
"16252" 82600088 477.647 513.408 541.937 0.6543 1375 82613
"16253" 82600088 410.904 509.248 470.451 -0.2312 1500 82613
"16254" 82600088 372.228 411.028 316.213 1.3523 NA 82613
"16255" 82600088 516.156 512.886 568.023 0.5018 1375 82613
"16256" 82600088 421.268 414.863 409.41 -0.7706 NA 82613
"16257" 82600088 412.08 406.093 371.199 -0.998 NA 82613
"16258" 82600088 545.636 580.032 562.912 0.9664 1500 82613
"16259" 82600088 455.15 513.528 508.038 1.6299 NA 82613
"16260" 82600088 498.944 448.077 523.06 -1.5499 1500 82613
"16261" 82600089 560.658 512.746 528.374 -1.0686 1500 82611
"16262" 82600089 409.417 367.514 466.122 NA NA 82611
"16263" 82600089 391.424 394.695 420.302 NA NA 82611
"16264" 82600089 545.029 488.623 551.9 0.3969 1500 82611
"16265" 82600089 514.601 611.422 615.006 0.474 1980 82611
"16266" 82600089 247.954 222.727 193.526 -0.7962 NA 82611
"16267" 82600089 382.153 465.205 480.436 -1.7338 NA 82611
"16268" 82600089 488.624 542.177 519.664 0.1584 1980 82611
"16269" 82600089 388.164 416.743 384.818 -0.5615 NA 82611
"16270" 82600089 293.986 363.7 289.54 0.2312 1600 82611
"16271" 82600089 263.183 339.194 308.902 -0.6118 NA 82611
"16272" 82600089 307.459 301.873 280.814 0.083 NA 82611
"16273" 82600089 348.974 388.288 434.632 -0.9524 1980 82611
"16274" 82600089 324.428 356.849 344.394 -1.5293 2400 82611
"16275" 82600089 572.393 577.83 551.35 -0.1984 1500 82611
"16276" 82600089 436.01 343.045 306.995 0.3267 NA 82611
"16277" 82600089 502.457 504.502 583.912 -0.441 1860 82611
"16278" 82600089 494.601 418.614 496.504 0.3481 1740 82611
"16279" 82600089 557.601 544.229 639.602 -1.1698 1980 82611
"16280" 82600089 480.902 473.588 360.212 -1.4371 1740 82611
"16281" 82600089 174.014 271.568 310.66 -1.6523 NA 82611
"16282" 82600089 331.897 385.692 331.945 -1.4719 1550 82611
"16283" 82600089 398.943 492.778 482.506 -0.7654 NA 82611
"16284" 82600089 509.078 598.014 596.657 0.0525 1860 82611
"16285" 82600089 336.469 439.983 353.738 0.7812 1680 82611
"16286" 82600089 368.668 382.047 427.956 -1.0404 1980 82611
"16287" 82600089 514.085 564.781 581.441 -0.126 1620 82611
"16288" 82600089 523.81 495.791 564.994 -0.0953 2040 82611
"16289" 82600089 406.363 455.973 519.569 -0.9379 1500 82611
"16290" 82600089 410.266 394.462 478.22 0.5051 NA 82611
"16291" 82600089 393.437 385.327 373.25 -0.8179 1650 82611
"16292" 82600089 375.4 537.533 499.624 -0.6816 1980 82611
"16293" 82600089 472.134 514.965 421.71 -1.4511 1980 82611
"16294" 82600089 437.616 442.533 427.733 -0.3929 1800 82611
"16295" 82600089 539.628 587.44 627.469 0.8628 1740 82611
"16296" 82600090 403.357 365.219 402.386 -0.6037 1800 82611
"16297" 82600090 462.66 456.114 480.575 0.7133 1800 82611
"16298" 82600090 488.637 497.287 482.408 -0.9351 1155 82611
"16299" 82600090 511.012 392.984 368.57 -0.7516 NA 82611
"16300" 82600090 424.133 452.932 459.762 0.6773 NA 82611
"16301" 82600090 419.001 352.122 401.833 -0.8294 1500 82611
"16302" 82600090 652.062 552.639 561.428 0.5476 1800 82611
"16303" 82600090 525.145 571.683 512.708 0.775 1560 82611
"16304" 82600090 475.745 577.144 571.76 0.8965 1680 82611
"16305" 82600090 481.399 540.792 578.716 0.3352 1800 82611
"16306" 82600090 648.026 674.439 648.33 NA 1500 82611
"16307" 82600090 538.215 482.813 455.791 -0.5084 1680 82611
"16308" 82600090 461.142 476.697 495.136 1.1754 1560 82611
"16309" 82600090 438.915 539.234 508.603 -0.6534 NA 82611
"16310" 82600090 559.654 544.511 500.689 NA NA 82611
"16311" 82600090 467.042 447.995 433.349 1.0644 NA 82611
"16312" 82600090 396.666 378.848 376.552 -1.8746 NA 82611
"16313" 82600090 426.255 517.749 492.331 0.1968 NA 82611
"16314" 82600090 557.192 491.762 487.12 -0.2744 NA 82611
"16315" 82600090 447.851 416.855 485.705 0.0322 1620 82611
"16316" 82600090 395.796 419.343 477.909 -1.5767 1620 82611
"16317" 82600090 488.9 383.88 427.017 -1.5719 2800 82611
"16318" 82600090 509.162 559.117 473.691 0.1558 1560 82611
"16319" 82600090 292.755 371.025 269.421 0.0738 NA 82611
"16320" 82600090 342.771 368.505 381.153 -1.4579 1800 82611
"16321" 82600090 552.392 553.048 519.463 1.0001 1485 82611
"16322" 82600090 569.07 617.83 591.508 -0.1907 1680 82611
"16323" 82600090 671.431 619.269 634.685 -0.4195 NA 82611
"16324" 82600090 549.221 606.39 559.556 -0.7701 1500 82611
"16325" 82600090 627.423 690.041 658.02 0.0039 1560 82611
"16326" 82600090 443.305 499.344 469.031 0.8887 1560 82611
"16327" 82600090 596.274 594.224 563.607 0.2844 1620 82611
"16328" 82600090 455.175 493.014 510.536 0.2801 NA 82611
"16329" 82600090 489.711 586.315 552.877 -0.9078 1560 82611
"16330" 82600090 637.517 577.015 569.153 NA 1680 82611
"16331" 82600091 413.924 432.118 422.666 -1.0418 1300 82611
"16332" 82600091 565.625 532.308 562.717 -0.2604 1500 82611
