"CNTSCHID" "PV1MATH" "PV1READ" "PV1SCIE" "ESCS" "TMINS" "Region"
"21649" 82600313 479.509 406.83 461.142 0.2088 1680 82611
"21650" 82600313 459.993 466.495 460.157 -0.3368 1500 82611
"21651" 82600313 551.547 492.777 564.372 0.0844 1500 82611
"21652" 82600313 447.561 447.111 436.853 -1.4971 1680 82611
"21653" 82600314 475.341 436.474 427.286 0.1457 1500 82611
"21654" 82600314 288.268 206.977 184.581 1.6384 NA 82611
"21655" 82600314 421.891 363.462 349.416 -0.8161 NA 82611
"21656" 82600314 424.384 417.196 542.238 NA 1500 82611
"21657" 82600314 334.008 345.161 407.499 NA 1500 82611
"21658" 82600314 392.777 326.08 423.465 1.2162 1500 82611
"21659" 82600314 417.817 328.517 342.028 -1.2595 1500 82611
"21660" 82600314 593.354 540.857 565.265 -0.5404 1250 82611
"21661" 82600314 591.689 477.182 432.695 0.636 1500 82611
"21662" 82600314 586.146 461.124 513.856 0.7263 1500 82611
"21663" 82600314 514.889 590.537 552.336 -0.3247 1500 82611
"21664" 82600314 414.394 442.984 438.663 -1.0846 NA 82611
"21665" 82600314 525.294 450.005 500.416 0.1166 1750 82611
"21666" 82600314 367.619 336.979 305.22 1.2786 1500 82611
"21667" 82600314 428.484 445.114 467.618 -1.5801 NA 82611
"21668" 82600314 581.155 545.229 566.015 -0.5547 1500 82611
"21669" 82600314 602.012 492.364 587.951 0.9279 1500 82611
"21670" 82600314 491.072 509.084 508.972 1.0226 1500 82611
"21671" 82600314 450.811 340.788 393.603 -0.1187 NA 82611
"21672" 82600314 437.507 455.742 500.369 NA NA 82611
"21673" 82600314 376.653 301.076 277.915 0.0508 NA 82611
"21674" 82600314 355.315 323.055 351.323 -0.7616 NA 82611
"21675" 82600314 427.818 390.432 457.429 NA NA 82611
"21676" 82600314 439.286 316.942 291.553 0.7394 1250 82611
"21677" 82600314 489.225 483.512 445.574 -1.2718 NA 82611
"21678" 82600314 574.237 551.481 591.558 0.7012 1500 82611
"21679" 82600314 409.439 423.545 464.879 NA NA 82611
"21680" 82600314 321.065 302.967 263.444 -1.2162 850 82611
"21681" 82600314 436.218 523.596 478.591 -0.2461 1600 82611
"21682" 82600314 494.862 496.871 377.761 0.1965 NA 82611
"21683" 82600314 434.418 322.843 373.904 0.794 1750 82611
"21684" 82600315 590.665 566.937 569.82 1.3583 NA 82612
"21685" 82600315 555.053 629.327 547.129 1.604 1575 82612
"21686" 82600315 404.195 348.284 389.331 0.2351 2205 82612
"21687" 82600315 531.095 538.683 527.847 -0.2975 1575 82612
"21688" 82600315 550.444 619.336 536.924 -0.4952 1575 82612
"21689" 82600315 616.65 684.7 633.663 0.9907 1960 82612
"21690" 82600315 547.54 548.159 458.236 0.8553 1575 82612
"21691" 82600315 575.275 570.917 509.93 -0.7135 1750 82612
"21692" 82600315 513.434 524.133 522.047 0.2724 1750 82612
"21693" 82600315 465.83 408.592 380.995 0.8771 2205 82612
"21694" 82600315 495.567 565.366 534.321 0.7149 1575 82612
"21695" 82600315 529.68 614.604 505.223 1.5777 1575 82612
"21696" 82600315 478.238 434.133 449.127 1.1898 1750 82612
"21697" 82600315 487.005 512.632 478.362 1.4942 NA 82612
"21698" 82600315 525.681 600.065 546.278 -0.4364 1750 82612
"21699" 82600315 610.667 650.143 581.479 0.9225 2100 82612
"21700" 82600315 539.909 715.682 606.98 1.2998 1750 82612
"21701" 82600315 545.09 461.595 431.688 0.3335 1715 82612
"21702" 82600315 463.849 538.382 497.22 0.3875 1890 82612
"21703" 82600315 592.059 625.268 548.146 -0.3144 1575 82612
"21704" 82600315 518.956 494.886 452.111 0.4601 1575 82612
"21705" 82600315 500.749 469.137 432.562 1.5781 1575 82612
"21706" 82600315 506.177 529.437 563.818 0.8754 1750 82612
"21707" 82600315 537.512 602.234 589.841 0.4342 1575 82612
"21708" 82600315 667.665 615.563 647.521 1.27 1575 82612
"21709" 82600315 542.788 588.391 561.114 0.3888 1470 82612
"21710" 82600315 472.987 462.246 476.928 -0.0823 1645 82612
"21711" 82600315 609.21 695.324 572.106 0.6643 1575 82612
"21712" 82600315 503.001 644.17 545.572 NA 1750 82612
"21713" 82600315 480.336 514.743 470.188 -0.1386 1750 82612
"21714" 82600315 559.157 579.779 607.084 1.4995 1750 82612
"21715" 82600315 517.232 463.795 494.129 1.2544 1750 82612
"21716" 82600315 566.407 547.611 569.943 1.7272 1575 82612
"21717" 82600315 462.961 453.948 461.263 1.4619 1750 82612
"21718" 82600315 632.697 582.91 590.227 -0.3125 1470 82612
"21719" 82600315 510.192 531.745 534.555 1.1274 1575 82612
"21720" 82600315 558.209 579.255 590.177 0.401 1470 82612
"21721" 82600317 564.635 482.904 571.239 1.3703 1500 82611
"21722" 82600317 636.692 611.197 631.151 0.5054 1500 82611
"21723" 82600317 601.055 611.203 583.112 0.9111 1500 82611
"21724" 82600317 605.678 633.868 586.807 1.764 2100 82611
"21725" 82600317 522.88 478.596 636.637 0.9122 1500 82611
"21726" 82600317 477.811 389.153 435.534 0.7781 1500 82611
"21727" 82600317 611.789 571.565 613.362 1.3746 2100 82611
"21728" 82600317 546.639 555.154 504.232 1.3721 NA 82611
"21729" 82600317 645.939 659.573 581.847 1.3252 NA 82611
"21730" 82600317 607.575 613.656 570.594 0.5189 1500 82611
"21731" 82600317 478.215 569.811 616.083 0.7192 1500 82611
"21732" 82600317 623.723 554.149 597.48 1.3721 NA 82611
"21733" 82600317 426.471 431.377 419.608 1.042 NA 82611
"21734" 82600317 551.372 602.141 643.124 1.281 1500 82611
"21735" 82600317 560.79 532.491 599.232 1.1839 3000 82611
"21736" 82600317 549.972 636.993 546.164 -0.7581 1500 82611
"21737" 82600317 497.077 527.625 537.535 0.4848 NA 82611
"21738" 82600317 446.286 439.369 415.184 1.2538 NA 82611
"21739" 82600317 501.745 485.647 483.719 0.7796 2100 82611
"21740" 82600317 682.342 603.653 572.341 0.2702 1500 82611
"21741" 82600317 590.721 569.585 640.433 0.4774 1250 82611
"21742" 82600317 613.253 549.278 619.666 1.1825 1375 82611
"21743" 82600317 512.457 527.618 590.834 0.4254 1500 82611
"21744" 82600317 503.789 449.891 484.074 0.6983 1500 82611
"21745" 82600317 576.724 564.339 546.349 0.9267 NA 82611
"21746" 82600317 623.547 570.829 536.591 1.4896 1800 82611
"21747" 82600317 478.736 518.564 478 0.9356 3000 82611
"21748" 82600317 652.935 635.848 707.539 0.5066 1500 82611
"21749" 82600317 544.621 539.315 535.431 1.0659 3000 82611
"21750" 82600317 609.62 555.382 600.618 0.8619 1500 82611
"21751" 82600318 386.855 423.542 486.34 0.0709 1920 82611
"21752" 82600318 301.267 374.566 349.192 0.5167 2050 82611
"21753" 82600318 478.613 507.723 517.63 0.1676 1500 82611
"21754" 82600318 438.189 450.268 447.387 0.2367 2160 82611
"21755" 82600318 339.647 403.57 357.914 NA 1705 82611
"21756" 82600318 553.987 481.841 475.946 -0.946 1500 82611
"21757" 82600318 455.912 494.237 504.314 0.3213 1550 82611
"21758" 82600318 519.956 512.12 462.756 0.9503 1600 82611
"21759" 82600318 589.104 610.871 549.983 0.8397 1600 82611
"21760" 82600318 552.628 480.137 548.64 -0.3272 1395 82611
"21761" 82600318 587.075 560.74 495.615 -0.6329 1500 82611
"21762" 82600318 497.247 489.293 539.214 0.7095 1600 82611
"21763" 82600318 406.389 403.232 378.682 1.1528 1600 82611
"21764" 82600318 537.753 684.439 591.476 -0.0737 1550 82611
"21765" 82600318 405.403 427.904 422.708 -0.2386 NA 82611
"21766" 82600318 469.031 397.147 415.881 0.9458 NA 82611
"21767" 82600318 564.13 410.993 504.16 1.1029 NA 82611
"21768" 82600318 580.914 566.574 584.437 0.9723 NA 82611
"21769" 82600318 516.775 472.58 572.189 0.0371 1650 82611
"21770" 82600318 595.598 570.153 663.252 -0.7109 1500 82611
"21771" 82600318 562.774 500.554 472.229 -0.1387 NA 82611
"21772" 82600318 462.137 487.453 533.482 -0.4334 1500 82611
"21773" 82600318 544.367 575.573 575.137 0.2483 NA 82611
"21774" 82600318 454.865 406.666 344.352 -0.486 1700 82611
"21775" 82600318 445.945 518.749 528.576 0.2192 1750 82611
"21776" 82600318 442.123 363.828 426.606 1.1337 NA 82611
"21777" 82600318 333.142 314.84 354.987 0.575 1800 82611
"21778" 82600318 411.656 417.742 363.424 NA NA 82611
"21779" 82600318 433.67 402.503 566.484 NA NA 82611
"21780" 82600318 430.753 441.462 482.74 -0.6809 NA 82611
"21781" 82600319 621.87 656.868 634.948 -0.1008 1500 82611
"21782" 82600319 519.624 467.804 569.648 0.5762 1500 82611
"21783" 82600319 670.973 661.601 689.69 1.1108 1500 82611
"21784" 82600319 528.025 473.778 516.176 1.1881 1500 82611
"21785" 82600319 405.708 386.123 386.397 NA 3000 82611
"21786" 82600319 535.58 568.959 561.07 1.5732 1375 82611
"21787" 82600319 415.352 363.768 432.253 -0.7847 1500 82611
"21788" 82600319 570.19 528.764 519.47 -0.4032 NA 82611
"21789" 82600319 550.019 578.043 568.526 1.2359 1500 82611
"21790" 82600319 604.024 591.752 612.426 2.2515 1500 82611
"21791" 82600319 721.858 652.749 643.828 1.1721 1500 82611
"21792" 82600319 580.243 529.17 544.19 -0.6183 1500 82611
"21793" 82600319 549.481 595.73 617.499 1.0118 1680 82611
"21794" 82600319 710.421 584.907 629.66 1.5207 1800 82611
"21795" 82600319 454.158 470.799 485.907 1.2145 1500 82611
"21796" 82600319 576.616 611.702 549.622 0.6983 1500 82611
"21797" 82600319 487.645 521.231 596.265 0.9542 NA 82611
"21798" 82600319 476.517 515.995 552.878 0.5196 1200 82611
"21799" 82600319 371.533 366.044 312.293 NA NA 82611
"21800" 82600319 466.841 527.732 548.752 0.3821 1500 82611
"21801" 82600319 521.974 515.217 477.786 -1.4568 NA 82611
"21802" 82600319 621.16 598.207 614.143 1.5962 1500 82611
"21803" 82600319 651.515 643.434 638.649 1.2951 1500 82611
"21804" 82600319 423.209 395.38 351.851 -0.2101 1500 82611
"21805" 82600319 446.514 463.653 446.706 0.5437 2100 82611
"21806" 82600319 497.848 573.635 568.061 0.1776 1500 82611
"21807" 82600319 515.678 406.586 515.949 0.7842 NA 82611
"21808" 82600319 682.12 676.416 675.851 1.0064 1500 82611
"21809" 82600319 483.354 455.451 503.283 0.2293 1500 82611
"21810" 82600319 655.473 639.214 593.231 0.2961 1500 82611
"21811" 82600319 666.147 670.847 783.418 1.3762 1625 82611
"21812" 82600319 435.986 523.44 496.633 1.181 1500 82611
"21813" 82600319 482.621 498.538 499.654 0.8955 1500 82611
"21814" 82600319 531.378 555.136 558.572 0.2617 1500 82611
"21815" 82600320 347.326 380.087 508.428 0.2603 NA 82611
"21816" 82600320 539.537 475.663 474.605 0.5351 1200 82611
"21817" 82600320 379.455 419.294 420.544 0.1392 NA 82611
"21818" 82600320 490.251 400.41 450.453 -1.4301 1620 82611
"21819" 82600320 513.769 494.899 515.6 -1.567 1740 82611
"21820" 82600320 425.742 393.403 381.208 -0.3961 NA 82611
"21821" 82600320 418.862 436.253 464.183 0.447 NA 82611
"21822" 82600320 561.609 592.661 572.136 0.4813 1800 82611
"21823" 82600320 512.22 491.412 468.499 -2.5699 1500 82611
"21824" 82600320 492.849 542.199 588.178 1.063 1620 82611
"21825" 82600320 530.794 460.958 430.904 -0.0097 1560 82611
"21826" 82600320 591.743 557.547 500.086 -0.8522 1560 82611
"21827" 82600320 477.402 545.909 528.423 NA 1680 82611
"21828" 82600320 399.105 346.98 359.432 -0.5382 NA 82611
"21829" 82600320 345.741 435.546 430.033 -2.2007 NA 82611
"21830" 82600320 514.389 531.829 508.799 0.8468 1620 82611
"21831" 82600320 491.907 428.183 426.723 -0.34 NA 82611
"21832" 82600320 524.338 481.689 510.759 -1.2831 1500 82611
"21833" 82600320 562.056 623.352 586.852 1.0173 1620 82611
"21834" 82600320 433.723 395.247 359.614 NA NA 82611
"21835" 82600320 479.5 430.347 430.143 -0.6578 1740 82611
"21836" 82600320 415.922 543.199 470.069 -0.113 1500 82611
"21837" 82600320 411.173 549.692 543.157 1.0055 1620 82611
"21838" 82600320 581.903 547.781 535.027 0.3473 1620 82611
"21839" 82600320 476.057 501.512 533.376 NA NA 82611
"21840" 82600320 448.127 582.072 510.249 -0.5093 NA 82611
"21841" 82600320 550.549 494.503 473.581 -0.1923 1680 82611
"21842" 82600320 514.086 585.773 526.141 -0.2364 1620 82611
"21843" 82600320 586.334 521.754 540.783 -0.9263 2160 82611
"21844" 82600320 557.138 596.888 577.588 NA NA 82611
"21845" 82600320 487.926 499.209 509.359 0.9102 1375 82611
"21846" 82600320 415.129 450.318 352.521 NA NA 82611
"21847" 82600321 575.94 577.545 637.128 1.1732 1500 82611
"21848" 82600321 587.014 544.578 545.35 1.0257 1500 82611
"21849" 82600321 511.063 500.473 500.485 1.531 NA 82611
"21850" 82600321 524.838 432.466 526.361 -0.513 1680 82611
"21851" 82600321 373.088 332.31 328.125 1.5494 2600 82611
"21852" 82600321 529.578 521.528 505.311 1.2517 1500 82611
"21853" 82600321 447.652 394.524 433.007 1.4055 3000 82611
"21854" 82600321 525.035 507.248 528.949 0.0593 1500 82611
"21855" 82600321 470.683 411.03 525.693 0.4385 NA 82611
"21856" 82600321 536.735 548.265 523.146 0.6231 1500 82611
"21857" 82600321 539.309 547.909 595.539 -0.8341 1500 82611
"21858" 82600321 582.393 636.161 579.006 0.4709 1500 82611
"21859" 82600321 435.355 601.992 557.481 0.737 1500 82611
"21860" 82600321 444.716 445.164 450.356 1.0853 1500 82611
"21861" 82600321 470.14 469.793 430.953 1.1982 1500 82611
"21862" 82600321 728.844 726.443 705.638 0.9454 1500 82611
"21863" 82600321 490.772 496.003 534.554 -0.746 1500 82611
"21864" 82600321 571.535 609.869 580.54 1.0737 1500 82611
"21865" 82600321 466.437 460.113 506.824 0.1516 1920 82611
"21866" 82600321 464.887 393.639 461.325 0.9184 NA 82611
"21867" 82600321 686.295 704.339 745.181 1.7263 1500 82611
"21868" 82600321 585.648 597.17 641.578 1.1764 1500 82611
"21869" 82600321 551.091 554.173 525.887 0.6984 1500 82611
"21870" 82600321 474.673 364.176 464.295 0.3903 1500 82611
"21871" 82600321 567.457 579.818 606.212 0.9002 1890 82611
"21872" 82600321 515.466 533.221 447.242 0.2784 1375 82611
"21873" 82600321 438.591 459.417 424.508 -0.2963 1500 82611
"21874" 82600321 599.503 709.353 681.813 0.4853 1500 82611
"21875" 82600321 478.059 444.257 431.659 0.0244 1500 82611
"21876" 82600322 519.644 531.264 442.923 -0.5579 1500 82613
"21877" 82600322 531.004 496.137 473.801 -0.3664 1500 82613
"21878" 82600322 539.987 468.243 538.842 0.4478 1500 82613
"21879" 82600322 392.61 469.84 403.384 -0.1486 1500 82613
"21880" 82600322 519.154 497.266 454.671 0.6582 NA 82613
"21881" 82600322 525.59 540.128 498.633 1.2405 1800 82613
"21882" 82600322 424.187 426.047 429.072 -0.3309 1500 82613
"21883" 82600322 519.301 540.612 532.574 0.0663 1500 82613
"21884" 82600322 486.461 612.147 534.106 -0.7391 1500 82613
"21885" 82600322 496.49 489.438 537.499 0.5476 1500 82613
"21886" 82600322 506.099 535.874 496.453 0.0898 900 82613
"21887" 82600322 551.473 515.173 517.828 -1.3343 1500 82613
"21888" 82600322 505.691 526.276 475.524 -1.1054 1500 82613
"21889" 82600322 471.066 475.265 381.261 0.8718 NA 82613
"21890" 82600322 513.73 594.997 562.396 -3e-04 1500 82613
"21891" 82600322 389.047 446.653 349.294 -0.3294 1800 82613
"21892" 82600322 364.686 449.077 426.494 0.6857 2500 82613
"21893" 82600322 596.037 616.454 615.936 -0.7966 1500 82613
"21894" 82600322 467.693 448.197 464.35 -0.7785 NA 82613
"21895" 82600322 402.175 246.921 313.235 0.4234 1800 82613
"21896" 82600322 392.726 288.079 321.974 -0.94 NA 82613
"21897" 82600322 505.325 451.724 475.423 0.0188 NA 82613
"21898" 82600323 496.798 543.622 488.311 -0.7768 2025 82612
"21899" 82600323 449.757 451.475 427.717 -2.0758 1575 82612
"21900" 82600323 418.962 454.663 379.958 -0.4733 NA 82612
"21901" 82600323 480.38 497.226 463.342 -0.9108 2475 82612
"21902" 82600323 409.798 500.324 442.862 -1.0592 NA 82612
"21903" 82600323 275.21 303.736 228.262 NA 1350 82612
"21904" 82600323 491.259 514.635 489.974 -0.4144 1575 82612
"21905" 82600323 499.333 502.564 458.055 -0.5862 NA 82612
"21906" 82600323 340.931 390.287 409.89 -0.1543 1925 82612
"21907" 82600323 545.377 555.399 556.627 -0.6283 1575 82612
"21908" 82600323 357.803 433.87 405.512 -1.3198 1575 82612
"21909" 82600323 491.112 561.822 481.953 -0.5179 1800 82612
"21910" 82600323 481.97 525.147 495.893 -0.9469 1485 82612
"21911" 82600323 497.383 459.459 409.466 -0.6479 2205 82612
"21912" 82600323 534.946 471.196 481.918 1.1146 1800 82612
"21913" 82600323 483.227 498.394 413.916 -0.8452 1575 82612
"21914" 82600323 456.588 477.945 470.698 -0.791 2025 82612
"21915" 82600323 447.59 436.015 385.406 1.4423 NA 82612
"21916" 82600323 403.188 463.936 493.216 0.3266 2025 82612
"21917" 82600323 528.737 551.212 466.422 -1.0716 2800 82612
"21918" 82600323 475.217 510.731 458.797 1.1944 1800 82612
"21919" 82600323 500.823 563.681 495.142 -0.9164 2025 82612
"21920" 82600323 495.142 522.21 488.771 0.9389 1575 82612
"21921" 82600323 383.862 406.646 378.305 -0.6877 2025 82612
"21922" 82600323 462.231 491.869 452.547 -0.7191 1800 82612
"21923" 82600323 469.822 445.496 467.444 0.5515 1800 82612
"21924" 82600323 419.069 439.816 378.521 0.7096 1575 82612
"21925" 82600323 315.581 420.148 338.74 -0.3541 NA 82612
"21926" 82600323 464.852 457.703 437.183 -1.1631 1575 82612
"21927" 82600323 438.072 400.701 349.528 -1.0962 1575 82612
"21928" 82600323 474.355 527.122 542.12 -0.3841 1575 82612
"21929" 82600323 516.723 568.229 563.083 -0.623 2250 82612
"21930" 82600323 536.965 539.802 479.784 1.592 2205 82612
"21931" 82600323 417.287 437.018 414.235 NA 1350 82612
"21932" 82600323 349.446 414.865 432.016 -0.6347 1755 82612
"21933" 82600323 367.939 354.503 314.377 -1.2071 1575 82612
"21934" 82600323 458.99 456.113 437.517 -0.7066 NA 82612
"21935" 82600324 496.525 523.469 483.792 1.4234 1500 82613
"21936" 82600324 444.064 355.337 370.542 0.9596 2100 82613
"21937" 82600324 428.223 437.093 388.917 -0.8428 1500 82613
"21938" 82600324 478.325 482.236 415.792 0.3756 1500 82613
"21939" 82600324 544.947 481.456 510.763 0.6303 1500 82613
"21940" 82600324 294.571 218.075 296.206 -1.86 NA 82613
"21941" 82600324 444.989 497.262 502.906 -0.6545 1375 82613
"21942" 82600324 366.593 448.999 519.631 0.3448 1600 82613
"21943" 82600324 500.552 489.709 525.446 -3.1217 1500 82613
"21944" 82600324 551.04 458.675 541.728 -0.0483 1500 82613
"21945" 82600324 534.658 456.316 433.396 -0.7432 2160 82613
"21946" 82600324 507.1 546.06 487.185 -0.0738 1440 82613
"21947" 82600324 419.914 331.997 368.892 -0.8813 1500 82613
"21948" 82600324 384.753 428.256 398.48 -1.8313 720 82613
"21949" 82600324 485.032 456.4 388.996 1.2041 1500 82613
"21950" 82600324 347.525 369.763 441.666 -0.7736 NA 82613
"21951" 82600324 429.646 453.538 440.182 0.9842 1800 82613
"21952" 82600324 440.765 537.524 530.72 0.1883 1500 82613
"21953" 82600324 315.397 335.038 305.354 -0.7036 NA 82613
"21954" 82600324 438.164 267.654 518.954 0.9131 NA 82613
"21955" 82600324 387.81 392.892 341.048 -0.4852 2655 82613
"21956" 82600324 511.4 599.163 449.359 1.1409 1500 82613
"21957" 82600324 536.952 596.404 544.664 0.6994 1500 82613
"21958" 82600324 435.53 452.521 414.949 0.2642 2500 82613
"21959" 82600324 530.547 475.162 429.058 0.8644 1375 82613
"21960" 82600324 426.04 331.717 324.025 0.5718 NA 82613
"21961" 82600324 432.366 404.485 385.319 0.7603 NA 82613
"21962" 82600326 345.528 359.432 314.667 -0.8068 1575 82612
"21963" 82600326 482.283 473.766 467.047 NA 1645 82612
"21964" 82600326 403.201 296.906 308.874 -0.4013 1575 82612
"21965" 82600326 533.537 515.469 451.276 NA 1200 82612
"21966" 82600326 331.556 315.322 280.374 -0.4276 NA 82612
"21967" 82600326 479.852 413.864 477.371 1.0791 2205 82612
"21968" 82600326 403.898 490.217 453.291 -1.4578 1890 82612
"21969" 82600326 463.519 458.135 477.906 NA 1575 82612
"21970" 82600326 511.48 479.473 490.344 0.1784 2205 82612
"21971" 82600326 461.518 594.262 576.049 0.2579 1575 82612
"21972" 82600326 453.751 458.49 455.869 1.1061 1575 82612
"21973" 82600326 493.887 526.696 510.968 -0.4028 1575 82612
"21974" 82600326 467.841 498.021 516.62 0.6717 1400 82612
"21975" 82600326 436.18 523.214 470.963 0.5225 1575 82612
"21976" 82600326 521.704 501.107 494.811 0.8284 1575 82612
"21977" 82600326 435.486 503.176 467.429 0.7722 1575 82612
"21978" 82600326 500.111 428.316 420.968 -0.5627 1800 82612
"21979" 82600326 446.46 446.892 451.305 1.3707 1575 82612
"21980" 82600326 586.455 535.992 583.729 0.4278 1575 82612
"21981" 82600326 391.053 316.874 334.303 1.199 1575 82612
"21982" 82600326 394.711 430.866 420.615 -1.087 1575 82612
"21983" 82600326 495.24 547.042 487.849 1.802 1575 82612
"21984" 82600326 426.902 413.134 417.045 0.0046 1575 82612
"21985" 82600326 485.901 489.694 493.113 0.0908 1575 82612
"21986" 82600326 515.979 535.404 533.232 0.6356 1575 82612
"21987" 82600326 436.612 469.434 450.736 -0.6063 NA 82612
"21988" 82600326 508.163 537.623 521.063 1.8211 1575 82612
"21989" 82600326 457.92 476.933 459.258 NA 1575 82612
"21990" 82600326 539.316 518.7 564.822 NA NA 82612
"21991" 82600326 422.557 350.006 316.782 0.7197 1575 82612
"21992" 82600326 434.08 423.043 433.488 0.759 1575 82612
"21993" 82600326 542.018 517.899 509.963 0.0499 1575 82612
"21994" 82600326 544.469 481.335 528.286 0.3438 1400 82612
"21995" 82600326 389.118 316.245 316 0.1493 NA 82612
"21996" 82600326 409.677 398.116 349.667 0.095 840 82612
"21997" 82600327 354.474 396.573 290.793 0.5872 2160 82612
"21998" 82600327 413.34 313.67 403.911 NA NA 82612
"21999" 82600327 393.65 356.129 371.272 NA 950 82612
"22000" 82600327 466.429 527.504 423.856 -1.3748 1500 82612
"22001" 82600327 547.153 654.221 613.938 -0.8622 1500 82612
"22002" 82600327 378.969 341.683 371.025 NA NA 82612
"22003" 82600327 385.44 303.268 389.761 -0.7462 NA 82612
"22004" 82600327 343.832 426.385 397.182 -0.9823 1500 82612
"22005" 82600327 383.697 478.199 403.847 0.5515 1500 82612
"22006" 82600327 432.517 395.833 436.567 -0.0567 1750 82612
"22007" 82600327 298.832 356.835 363.684 0.69 NA 82612
"22008" 82600327 388.516 409.671 406.507 -1.5431 1500 82612
"22009" 82600327 498.799 475.198 435.775 0.9371 1500 82612
"22010" 82600327 303.756 315.152 256.283 -0.4087 NA 82612
"22011" 82600327 371.851 444.819 398.101 -0.3623 1870 82612
"22012" 82600327 406.398 420.236 407.705 0.836 NA 82612
"22013" 82600327 538.341 592.702 524.894 0.7245 2450 82612
"22014" 82600327 448.999 430.847 462.943 -0.0289 1500 82612
"22015" 82600327 487.71 413.674 377.041 -0.4722 NA 82612
"22016" 82600327 371.097 400.829 413.714 -0.1303 1500 82612
"22017" 82600327 431.744 431.559 420.498 -0.2613 900 82612
"22018" 82600327 406.777 424.817 414.997 -0.313 NA 82612
"22019" 82600327 484.143 518.123 454.016 1.8303 1500 82612
"22020" 82600327 341.147 349.543 340.481 -0.455 NA 82612
"22021" 82600327 523.319 443.004 517.01 1.2527 3000 82612
"22022" 82600327 374.778 343.728 374.589 -1.2963 NA 82612
"22023" 82600327 518.505 595.575 503.628 -1.0948 1500 82612
"22024" 82600327 520.005 513.152 381.353 1.524 1500 82612
"22025" 82600327 462.688 432.338 453.909 -1.2294 1650 82612
"22026" 82600327 510.661 471.078 488.168 -1.6725 750 82612
"22027" 82600327 385.155 327.645 315.06 -0.1599 1500 82612
"22028" 82600327 358.262 494.467 430.423 0.3467 NA 82612
"22029" 82600328 416.558 406.838 469.508 -0.1097 NA 82611
"22030" 82600328 498.751 479.963 503.929 0.1251 1500 82611
"22031" 82600328 422.891 549.817 445.164 -0.0714 1600 82611
"22032" 82600328 501.773 479.545 458.257 0.4303 NA 82611
"22033" 82600328 435.453 463.478 473.076 0.3746 1500 82611
"22034" 82600328 424.264 441.816 437.665 1.3796 1500 82611
"22035" 82600328 495.23 483.625 580.244 0.5484 1500 82611
"22036" 82600328 543.508 613.932 567.632 0.4584 1500 82611
"22037" 82600328 428.498 405.162 361.728 0.3616 NA 82611
"22038" 82600328 699.928 551.792 638.893 -0.3999 1500 82611
"22039" 82600328 346.009 329.656 383.666 0.3236 1150 82611
"22040" 82600328 423.917 494.606 548.01 -0.6318 1500 82611
"22041" 82600328 631.164 644.996 602.642 0.2127 1800 82611
"22042" 82600328 481.145 506.065 506.673 0.3394 NA 82611
"22043" 82600328 323.334 286.455 345.413 -2.8863 NA 82611
"22044" 82600328 400.549 443.641 443.06 -0.2312 1500 82611
"22045" 82600328 462.376 423.626 506.79 -0.8338 1500 82611
"22046" 82600328 467.523 460.543 452.605 -0.6102 1500 82611
"22047" 82600328 348.716 349.328 423.764 0.3071 NA 82611
"22048" 82600328 355.628 268.533 309.323 -0.4216 NA 82611
"22049" 82600328 340.632 313.807 351.535 -0.0588 NA 82611
"22050" 82600328 610.009 565.495 580.009 0.0769 NA 82611
"22051" 82600328 466.765 429.852 461.025 0.0136 1500 82611
"22052" 82600328 523.48 511.587 539.502 0.4522 1600 82611
"22053" 82600328 371.847 512.486 502.874 0.4437 1500 82611
"22054" 82600328 519.586 563.25 494.142 0.1493 1500 82611
"22055" 82600328 397.957 488.717 465.127 -0.7428 1500 82611
"22056" 82600328 399.04 412.044 384.742 -0.0696 1500 82611
"22057" 82600328 304.015 334.378 305.188 -1.6689 NA 82611
"22058" 82600328 504.196 488.783 474.313 1.3089 NA 82611
"22059" 82600328 401.21 278.242 298.333 -1.1207 NA 82611
"22060" 82600328 447.704 431.776 410.247 0.2989 1500 82611
"22061" 82600328 422.582 470.972 497.84 -1.5633 NA 82611
"22062" 82600328 508.727 512.919 531.713 0.9716 1500 82611
"22063" 82600328 445.727 393.933 457.082 0.2438 1500 82611
"22064" 82600330 490.062 489.285 458.729 -0.7711 1500 82611
"22065" 82600330 554.063 606.438 545.049 -0.2052 NA 82611
"22066" 82600330 582.916 575.746 580.929 -1.154 1500 82611
"22067" 82600330 464.267 465.134 469.203 -0.6327 1440 82611
"22068" 82600330 380.216 473.824 417.481 -0.1519 1500 82611
"22069" 82600330 517.371 538.379 518.554 0.3456 1500 82611
"22070" 82600330 470.049 541.711 486.731 NA 1650 82611
"22071" 82600330 565.13 550.141 634.958 0.3126 1500 82611
"22072" 82600330 559.297 578.445 603.9 1.4173 1500 82611
"22073" 82600330 373.477 422.156 469.256 -0.2496 NA 82611
"22074" 82600330 387.042 411.848 416.728 -0.0511 NA 82611
"22075" 82600330 286.556 316.776 289.685 0.1706 1500 82611
"22076" 82600330 506.995 555.52 516.169 -1.4007 1500 82611
"22077" 82600330 462.475 472.427 550.602 0.3231 1500 82611
"22078" 82600330 589.99 493.154 538.283 0.3875 1500 82611
"22079" 82600330 438.813 482.765 442.101 0.9386 1500 82611
"22080" 82600330 426.832 381.048 384.772 0.4546 1500 82611
"22081" 82600330 406.935 397.339 412.873 -0.3747 1500 82611
"22082" 82600330 586.887 594.31 559.753 -1.0251 1500 82611
